escola;genero;ano;enredo;letra
Flor de Vila Dalila;Samba-Enredo;1988;;"[Enredo: Nova República, Me Engana Que Eu Gosto.
Promessa fica na promessa. É hora de despertar. Chega de demagogia. Pra que tanta ironia. O povo está cansado de esperar.
Pra que cultura. Se não há emprego. A fome do país não é segredo.
Fabricaram o trem, parou a ferrovia. Falta de verba que o plenário discutia.
Me engana que eu gosto. Reforma agrária cadê?. O índio está cansado de sofrer.
O leão virou hiena, preocupado com a nação. Marajá de bolso largo. Nem abala o coração.
E o aposentado que merece mais respeito. E o menor abandonado. Sofre com o preconceito.
Me arrepia essa tal democracia. Acorda meu Brasil."
Flor de Vila Dalila;Samba-Enredo;2008;;"Vou cantar. Da liberdade eu sou o amante. A minha flor vem exaltar. A negritude de mentes brilhantes.
Passando a limpo a nossa história. A minha escola canta a a realidade. O destino me fez pobre. Mas eu tenho eu tenho sangue nobre. E quem foi rei nunca perde a majestade. Sei que fui escravizado da mãe África tomado. Mas sem perder o ideal. Lutar, sofrer, morrer mas se entregar jamais. O nero é amor é a verdade é a raiz da liberdade. Em busca dos direitos sociais. Ó palmares. Ó palmares refúgio das trevas. Aqui nestas terras palco de estratégias geniais. Ganga zumba e zumbi reis em solo guarani. Guerreiros de batalhas imortais. A revolta dos malês contra o jugo português. Sob a proteção de alá.
Na minha praia não vai ancorar. Clamava o dragão do mar.
Foi-se a escravatura veio a discriminação. Porém surgem novos movimentos. Enfocando argumentos de conscientização. E viva a flor de vila Dalila. Querida em todos carnavais. O samba é nosso quilombo onde todos são iguais."
Flor do Samba;Samba-Enredo;2019;;"É big bang!. A chama da evolução. A noite vira dia e na tela vazia. Reluz a natureza em expansão. Água, fogo, terra e ar.
E na sutileza o mundo a girar. Na dança do vento. No balanço das ondas do mar. Sou fio condutor dessa folia. Que vibra e impulsiona a máquina da vida.
É pura energia!. Vou nas batidas do seu coração. Fabulosa eletrizante. A fonte de tanta emoção.
Mas qual. Qual será o rumo a seguir?. A consequência?. O porvir?. É preciso consciência!. Gerar, renovar e preservar. É o desafio pra ciência. O amanhã como será?. Desterro, tu és a força do meu pavilhão. Me faz sentir a verdadeira emoção. Quando o sinal verde anunciar. Eu vou na fé, carregado de axé. Pra ver a minha Flor passar.
Brilhante como o Sol, eu sou a Flor. Viva essa energia, meu amor. Eu sou a luz que te conduz no carnaval. Levantando o seu astral."
;;;;
Folia do Viradouro;Samba-Enredo;2019;;"Padre Anchieta, olhai por nós!. Vem de Santa Rosa a nossa voz. Iluminai o nosso povo. Clama a Folia do Viradouro.
Na Espanha, José de Anchieta nasceu. Ainda menino seguiu seu destino. Em Portugal, educação cristã. Despertou devoção por nossa senhora. O noviço jesuíta partiu em missão. Desembarcou na Bahia de todos os santos. Rendeu-se aos encantos que aqui encontrou. No Alto de São Lourenço ao índio catequizou.
Lá se foi o peregrino. Por essas terras pregar a paz. À todos, direitos iguais. Na luta pra expulsar o invasor. A fé no arcanjo protetor.
Desbrava a fauna e a flora. A fera acalma num simples olhar. Joga a rede pescador. A maré de fartura chegou. Fascinação no altar. Divina imagem, levitação. Partiu pra encontrar o criador. A história eternizou, feitos e milagres. Nessa avenida hoje faz-se a oração. Sou mais um devoto. A vermelho e branco é o samba em procissão."
Gaviões da Fiel;Samba-Enredo;1989;;"[Enredo: O Preto E Branco Na Avenida.
Vem mostrar a garra e a raça. Em preto e branco balançar os corações.
Voa bem mais alto ora voa. Sacudindo a passarela gaviões.
Duas faces um contraste. É assim a natureza. Obra de pai oxalá (que beleza). Tão divinal é o poder da criação. Harmonia que foge à imaginação.
Clareia obaluae. Clareia a escuridão. Clareia para que negros e brancos. Enfim se reconheçam como irmãos.
Tem o preto, tem o branco, em tudo tem. A branco e preto colorindo o infinito. Nos sonhos ou em cada fantasia. Simbolizando a esperança em nossos dias. No samba e no futebol. Imprensa, cinema e televisão. É de fato o concreto e o abstrato. É força popular é tradição.
Eô, é o esplendor. A aliança entre os povos no Brasil. O estandarte altaneiro. A própria alma deste povo brasileiro."
Gaviões da Fiel;Samba-Enredo;1990;;"[Enredo: O Homem Nasceu Para Voar.
Sonhei, sonhei. Voando amor. Além do espaço sideral. Sou Gavião, sou multidão. Sou carnaval.
Sem fronteiras, sem limites. Solto as asas da imaginação. Sou um pássaro dourado. Ou um concorde turbinado. Pra pousar nos corações.
Imaginei. Como eu podia ser feliz. Voar num sonho tão bonito. No espaço infinito. Como um lindo beija-flor. Flutuar com a passarela. Num tapete voador. Eu acordei foi tudo ilusão. No asfalto o samba é empolgação.
Vem amore linda morena. Balançar comigo num balão.
É assim que eu vou sambar cantar. Como criança colocar pipas no ar. Neste palco da emoção. Vou de nave e de avião. Com o pai da aviação. E as máquinas que construi valeu. Digo que o voo sou eu.
Quem vai a lua vai ao sol. E as estrela porque. Livre voando vivo a era espacial."
Gaviões da Fiel;Samba-Enredo;1991;;"[Enredo: A Dança Das Horas.
O caminhar do astro rei. Vai ritmar a minha vida. Sou fiel sou Gavião. Vai disparar meu coração. Com o balanço da torcida.
Desperto devagar sem muita pressa. O céu está azul é dia de verão. Meu tempo ainda meço com areia. É maré cheia vou correndo pra estação. Porque está na hora de pegar o trem. Ver o que a baiana tem. Desfilando na avenida. Também de me engrenar com alguém. Que me chame de meu bem. Para chamá-la de querida. Atrás do tempo lá vou eu. A vida não pode parar.
Brincar sorrir cantar. Dançar com as horas. Em qualquer lugar.
É que o relógio que atrasa. Não adianta. A galera está agitada. E se levanta. E o gol que estava preso. Sai da garganta. É hora de comemorar."
Gaviões da Fiel;Samba-Enredo;1992;;"[Enredo: Cidade Aquariana.
Norte, sul, leste, oeste. Faço meu sinal da cruz. A imagem de São Jorge me ilumina. E enche os Gaviões de luz.
Da paixão. Pela magia me fiz aprendiz. Consulto os astros para ser feliz. Nesta São Paulo Aquariana. De andar. Já me cansei cadê a condução?. Trabalho estudo. Num lugar fora de mão. Um dia quero ser bacana. Pra poder sambar. Cair na zoeira. E depois do carnaval. Lavar tudo que é mal na cachoeira.
Defender o meu arroz. Educar uma criança. Para não prender depois.
Li a mão, com a cigana. Simpatia, salve a baiana. E o meu gol carregado de emoção. Dedico a nação Corinthiana."
Gaviões da Fiel;Samba-Enredo;1993;;"[Enredo: A Chave No Tempo.
Abrem as portas do céu. Felicidade quero entrar. Sou Gaviões da Fiel. Abram alas que eu vou desfilar.
Olho para as estrelas. Num delírio de saudade. Da sabedoria. Do poder da antiguidade. Deuses, mistérios, emoções. A chave no tempo girou sem parar. Abre meus caminhos iemanjá.
Vou mergulhar no mar. É maré cheia. Quebrar o encanto. Salve o canto da sereia.
Luzes, castelos, rainhas. No reino das sombras, o sol vai brilhar. Iluminando a floresta. Preserve o que resta. Pra não acabar.
É momo entrando em festa. Sorrindo e dançando. Me ponho a cantar.
Me aperta, me enrosca. No vai e vem. Me abraça e me chama de meu bem."
Gaviões da Fiel;Samba-Enredo;1994;;"[Enredo: A Saliva do Santo e o Veneno da Serpente.
É meu santo é forte. Não adianta me picar. Sou Gavião e você pode acreditar. Que não aceito traição. E o veneno da serpente. Eu transformo em semente. É o tabaco em plantação. Erva santa curou dores. Seduziu com seus sabores. Café e rapé em paris. A nobreza aspirava. E ficava mais feliz.
Vou, vou pra Bahia. Acende a chama. No terreiro de Iá Iá. É a força da magia. Que me arrepia. E se espalha pelo ar.
Saravá, saravá. Salve o santo guerreiro. E uma vela prá saudar. Meu São Jorge padroeiro.
Mulher, mulher, mulher. Quem te viu e quem te vê. O que embaça se perdeu virou fumaça. Liberdade pra você.
É um raro prazer. Sabor de emoção. Mas não abuse. Que faz mal pro coração (e pro pulmão)."
Gaviões da Fiel;Samba-Enredo;1995;;"[Enredo: Amor, são 25 anos de felicidade. Amor, nossa bandeira vai cobrir toda a cidade.
Gaviões Fiel!.
Me dê a mão, me abraça. Viaja comigo pro céu. Sou Gavião, levanto a taça. Com muito orgulho, pra delírio da Fiel. Me dê a mão, me abraça. Viaja comigo pro céu. Sou Gavião, levanto a taça. Com muito orgulho, pra delírio da Fiel.
Ai, um brinde. Um brinde ao jubileu de prata . Convido a massa, pra comemorar. Explode um grito na galera . Tem gol de fera, para delirar. Explode um grito na galera . Tem gol de fera, para delirar. Oi, hoje. Hoje sou criança reino encantado de brinquedo e fantasia . Na minha lembrança. Sonhei dourado e brinquei de poesia. Vou te levar pro infinito. Vou te beijar do jeito mais bonito. Ai que gostoso. Ai que gostoso amor, ai que saudade. Te amo, te amo de verdade. Maravilhas. Fadas e rainhas, mil heróis na minha história. O que é bom pra sempre . Fica guardado na memória. Tem pierrô. Pierrô arlequim colombina. Todo mundo quer sambar . Se enroscar na serpentina. Olha pra mim abre o teu sorriso. É Carnaval sou rei do riso. Vou gargalhar, quero alegria. Lavar a alma com o som da bateria. Olha pra mim abre o teu sorriso. É Carnaval sou rei do riso. Vou gargalhar, quero alegria. Lavar a alma com o som da bateria. Me dê a mão. Me dê a mão, ma abraça."
Gaviões da Fiel;Samba-Enredo;1996;;"Uma nave encantada. Vem trazer pra essa galera. Imagens construídas numa tela. Um país com mais justiça. E uma vida mais bela. Gaviões comanda a festa. Numa eterna euforia. Faz da noite um novo dia. E novamente explode a emoção. (Sou Gavião).
O mundo não vai acabar. Vou delirar de prazer. Quem viver verá. Quando o vinte virar. Quero estar com você.
Hoje a tecnologia. É parceira da folia. Nessa orgia divinal. Evoé chamou pelo celular. Vem brincar!. Baco mandou convidar.
Mas... o sambista de verdade. Nem toda modernidade. A sua alegria tirou.
A lua girou lá no céu. O homem se programou. Tirou a guerra da memória. Pouco a pouco fez história. Em uma nova era de amor."
Gaviões da Fiel;Samba-Enredo;1997;;"Contra todo ditador que no timão quiser mandar. Contra todo ditador que no timão quiser mandar.
Os gaviões nasceram pra poder reivindicar. Os gaviões nasceram pra poder reivindicar.
O direito da fiel que paga ingresso sem parar. O direito da fiel que paga ingresso sem parar.
Não temos medo de acabar. Não temos medo de acabar.
Corinthians joga eu vou tá lá. Corinthians joga eu vou tá lá.
Nossa corrente é forte e jamais se quebrará. Nossa corrente é forte e jamais se quebrará.
Pelo Corinthians, com muito amor, até o fim. Gaviões fiel. Eu sou da gaviões, eu sou. Corinthians joga, eu vou. E ninguém vai me segurar.
Timão eeoo. Timão eeoo. Pórópópópópó.
Corinthians veio pra vencer. E os outros times pra perder.
Pórópópópópó. Eee leleoo Corinthians. Eee leleoo Corinthians.
A maré ta cheia, tá tá tá, cheia do quê?. Cheia de sereia e o timão querendo golear. Caiu na rede é peixe leleaa o quê? O quê?. O timão vai golear.
Ooo todo poderoso timão. Ooo todo poderoso timão. Ooo todo poderoso timão.
Timão timão. Timão timão.
Corinthians. Corinthians. Gaviões fiel."
Gaviões da Fiel;Samba-Enredo;1998;;"Explode galera. De gol em gol. Meu time é campeão. Na bola com raça. É o coro da massa. Tô maluco, gavião.
Quando por aqui chegou. Seu nome encantou. Contagiou os quatro cantos do país.
O lampião clareou. Um grande amor floresceu. Realizando este sonho tão feliz.
E assim nasceu. Um sentimento nobre de fidelidade. Emoção que irradia. Na vitória ou na adversidade. Bandeiras alvinegras tremulando. A nação se alastrando. Jamais esquecerei.
Corinthians! a razão do meu viver. Com ou sem minha camisa. O meu mundo é você.
Me beija, me abraça, vem meu amor. Eu quero essa taça, eu tô que tô!. Sou gavião, carnaval e alegria. Balança povo com a nossa bateria."
;;;;
Gaviões da Fiel;Samba-Enredo;2000;;"Bate as asas Gavião. Voa para a liberdade. Sou fiel sou povão. Quero igualdade. Fraternidade é um sonho universal. 500 anos de Brasil no carnaval.
A Luz da Razão surgiu. E atravessou o mar. Clareou em Vila Rica. A esperança desta terra libertar.
Herói inconfidente. Sua morte não foi em vão. Símbolo da lealdade. Contra opressão.
O povo, à luta. Em busca de seus ideais. Na Bahia um movimento inflamava. Todas as camadas sociais.
Au Revoir, lá vem o rei. De Portugal com a riqueza e a nobreza. Prá favorecer a poderosa corte inglesa. Abriu as portas para o mundo. Trouxe a arte, a cultura e o progresso. E a Gaviões hoje canta em prosa e verso.
Hei de ver. Em cada canto do país. Minha pátria independente. E nossa gente realmente ser feliz."
Gaviões da Fiel;Samba-Enredo;2001;;"[Enredo: Mitos e Magias na Triunfante Odisseia da Criação.
Trago amor e esperança. Nesta odisseia triunfal. Voa Gavião, faz a festa pro povão!. Arrebenta neste carnaval.
Iluminando a imensidão. Com o perfume da magia e sedução. O pensamento divaga no infinito. É um sonho tão bonito. Que conduz a Criação.
E então brilhou um céu. Cravejado de estrelas. Surgiu a terra, o sol e o mar. E a lua que clareia o teu olhar. Da singeleza enfim há de nascer um novo ser. Que com amor irá se eternizar.
Esculturado. Pela mão divina. De barro ou de metal. Do criador é obra-prima.
Porém... a humanidade desprezou. Todo o poder do criador. Que a castigou com piedade. Uma nova era floresceu. Brotando a felicidade."
Gaviões da Fiel;Samba-Enredo;2002;;"[Enredo: Xeque-Mate.
Sou Gavião, sou Rei (eu sou, eu sou). No tabuleiro da vida, ô, ô, ô.. Sou fiel a um ideal. É xeque-mate to na área é Carnaval.
Talvez. Precise mil e uma noites prá contar. Do oriente o vento leva o meu cantar. Trazendo poesia. Paixões, romances de amor sem fim. Um jogo envolvente enfim. Que encantou o Velho Mundo.
Tem muamba. O mercador tem muamba. Tem novidade. Vem jogar o Chaturanga.
Na dança das pedras. Tem peão lutando pra sobreviver. Contra o FMI. Que em seu cavalo alado. Sempre mal intencionado. É a rainha do poder.
Quero meu Brasil. Jogando limpo. O povo dando um xeque na corrupção. Um xeque na impunidade. E a bateria sacudindo a multidão.
É hora da virada (vem amor). Tenho fé e esperança no coração (que legal). O meu país menino vai mudar. E a felicidade há de brilhar."
Gaviões da Fiel;Samba-Enredo;2003;;"[Enredo: As Cinco Deusas Encantadas Na Corte Do Rei Gavião.
Meu sonho já virou realidade. Eu plantei felicidade nesse chão. Que lindo! Cinco deusas encantadas. Nessa terra abençoada. Eu tenho orgulho de ser Gavião.
Amor eu vim te conhecer, muito prazer. Vou mergulhar nessa viagem. No teu folclore, tua dança. Tua fauna, tua fé. Marajó, Parintins, nos mistérios da floresta. Viva o Maranhão, salve a miscigenação. O xaxado, o forró e o baião.
Bahia, Bahia, divina dança dos orixás. Tua magia contagia o nosso ar. O sol, o céu e o mar.
De repente, me vi navegante. Num cortejo, no sul fascinante. Ecos da Europa na cultura e tradição. Fui na festa do divino. Oh! Minas Gerais. Brasil, Brasil, Brasil, meu grande amor. Te amo demais.
Rio de Janeiro, samba de Noel. Terra da garoa, Adoniram, o menestrel. Eu sou o rei, dessa folia. Prá delírio da fiel."
